PMID,DOI,Author Information,Abstract
38568030,10.1007/978-1-4939-6598-4_12,"(1)Leibniz-Institute for Molecular Pharmacology (FMP), Robert-Roessle-Strasse 
10, 13125, Berlin, Germany. reimann@fmp-berlin.de.
(2)Freie Universitaet Berlin, Institute for Chemistry und Biochemistry, 
Takustrasse 3, 14195, Berlin, Germany. reimann@fmp-berlin.de.
(3)Univ. Lille, CNRS, UMR 8576 - UGSF - Unité de Glycobiologie Structurale et 
Fonctionnelle, 59000, Lille, France.
(4)Research Federation FraBio 3688, Villeneuve d'Ascq, France.
(5)Leibniz-Institute for Molecular Pharmacology (FMP), Robert-Roessle-Strasse 
10, 13125, Berlin, Germany.
(6)Department of Chemistry, Humboldt Universitaet zu Berlin, 
Brook-Taylor-Strasse 2, 12489, Berlin, Germany.

","

Expressed protein ligation (EPL) is a valuable tool to study site-specific 
functionalities on proteins such as posttranslational modifications. The 
purification of such ligation products from EPL mixtures can be cumbersome due 
to a small size difference between the expressed protein portion and the desired 
ligated protein. Therefore, affinity tags are often required, which remain on 
the protein after purification. Herein, we present an efficient protocol to 
install a photocleavable biotin building block on synthetic C-terminal 
tau[390-441] and describe its use for purification of full-length semi-synthetic 
tau[1-441]."
27975252,10.1016/j.bbagrm.2018.06.006,"(1)Universite of Lille, Inserm, CHU-Lille, UMRS1172, Alzheimer & Tauopathies, 
Lille, France.
(2)INSERM U1167, FHU-RMOD-HF, Institut Pasteur de Lille, University Lille Nord 
de France, 59000 Lille, France.
(3)Sorbonne Université, CNRS, Institut de Biologie Paris-Seine (IBPS), 
Laboratoire de Biologie du Développement, F-75005 Paris, France.
(4)University of Lille, Center for Infection and Immunity of Lille (CIIL), CNRS 
UMR8204, Chemistry and Biology of Flatworms (CBF), F-59000 Lille, France.
(5)Université Paris Descartes, Centre Interdisciplinaire Chimie Biologie-Paris, 
Inserm UMRS1007, Paris, France.
(6)Universite of Lille, Inserm, CHU-Lille, UMRS1172, Alzheimer & Tauopathies, 
Lille, France. Electronic address: bruno.lefebvre@inserm.fr.
","

Tauopathies, such as Alzheimer's disease, are characterized by intracellular 
aggregates of insoluble Tau proteins. Originally described as a microtubule 
binding protein, recent studies demonstrated additional physiological roles for 
Tau. The fact that a single protein can regulate multiple cellular functions has 
posed challenge in terms of understanding mechanistic cues behind the pathology. 
Here, we used tandem-affinity purification methodology coupled to mass 
spectrometry to identify novel interaction partners. We found that Tau interacts 
with DDX6, a DEAD box RNA helicase involved in translation repression and mRNA 
decay as well as in the miRNA pathway. Our results demonstrate that Tau 
increases the silencing activity of the miRNA let-7a, miR-21 and miR-124 through 
DDX6. Importantly, Tau mutations (P301S, P301L) found in the inherited 
tauopathies, frontotemporal dementia and parkinsonism linked to chromosome 17, 
disrupt Tau/DDX6 interaction and impair gene silencing by let-7a. Altogether, 
these data demonstrated a new unexpected role for Tau in regulating miRNA 
activity.

Copyright © 2018 Elsevier B.V. All rights reserved."
29966762,10.2174/0929867330666230409145247,"(1)College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, 310058, 
China.
(2)Jiangsu Key Laboratory of New Drug Research and Clinical Pharmacy, Xuzhou 
Medical University, Xuzhou, 221004, Jiangsu, China.
(3)Faculty of Applied Science, Macao Polytechnic University, Macao, SAR, 999078, 
China.
","
Tau dysfunction has a close association with many neurodegenerative diseases, 
which are collectively referred to as tauopathies. Neurofibrillary tangles 
(NFTs) formed by misfolding and aggregation of tau are the main pathological 
process of tauopathy. Therefore, uncovering the misfolding and aggregation 
mechanism of tau protein will help to reveal the pathogenic mechanism of 
tauopathies. Molecular dynamics (MD) simulation is well suited for studying the 
dynamic process of protein structure changes. It provides detailed information 
on protein structure changes over time at the atomic resolution. At the same 
time, MD simulation can also simulate various conditions conveniently. Based on 
these advantages, MD simulations are widely used to study conformational 
transition problems such as protein misfolding and aggregation. Here, we 
summarized the structural features of tau, the factors affecting its misfolding 
and aggregation, and the applications of MD simulations in the study of tau 
misfolding and aggregation.

Copyright© Bentham Science Publishers; For any queries, please email at 
epub@benthamscience.net."
37031392,10.1016/j.pep.2016.09.009,"(1)School of Life Sciences, University of Warwick, Coventry CV4 7AL, UK; 
Midlands Integrative Biosciences Training Partnership, University of Warwick, 
Coventry CV4 7AL, UK. Electronic address: T.K.Karikari@warwick.ac.uk.
(2)School of Life Sciences, University of Warwick, Coventry CV4 7AL, UK.
(3)Aston Research Center for Healthy Ageing, School of Life and Health Sciences, 
Aston University, Birmingham B4 7ET, UK.

","
Recombinant tau protein is widely used to study the biochemical, cellular and 
pathological aspects of tauopathies, including Alzheimer's disease and 
frontotemporal dementia with Parkinsonism linked to chromosome 17 (FTPD-17). 
Pure tau in high yield is a requirement for in vitro evaluation of the protein's 
physiological and toxic functions. However, the preparation of recombinant tau 
is complicated by the protein's propensity to aggregate and form truncation 
products, necessitating the use of multiple, time-consuming purification 
methods. In this study, we investigated parameters that influence the expression 
of wild type and FTPD-17 pathogenic tau, in an attempt to identify ways to 
maximise expression yield. Here, we report on the influence of the choice of 
host strain, induction temperature, duration of induction, and media 
supplementation with glucose on tau expression in Escherichia coli. We also 
describe a straightforward process to purify the expressed tau proteins using 
immobilised metal affinity chromatography, with favourable yields over previous 
reports. An advantage of the described method is that it enables high yield 
production of functional oligomeric and monomeric tau, both of which can be used 
to study the biochemical, physiological and toxic properties of the protein.

Copyright Â© 2016 The Authors. Published by Elsevier Inc. All rights reserved."
27663563,10.1523/JNEUROSCI.3263-04.2005,"(1)Department of Pharmacology, Loyola University Chicago Medical Center, 
Maywood, Illinois 60153, USA.

","

The microtubule-associated protein tau is highly soluble under physiological 
conditions. However, in tauopathies, tau protein aggregates into insoluble 
filaments and neurofibrillary tangles (NFTs). The mechanisms underlying the 
formation of tau filaments and NFTs in tauopathies remain unclear. Several lines 
of evidence suggest that transglutaminase may cross-link tau into stable, 
insoluble aggregates, leading to the formation of NFTs in Alzheimer's disease 
and progressive supranuclear palsy. To further determine the contribution of 
transglutaminase in the formation of NFTs, we compared the levels of 
cross-linked tau protein from P301L tau transgenic mice that develop NFTs to 
four-repeat wild-type (4RWT) tau transgenic and nontransgenic mice that do not 
develop NFT pathology. Immunoprecipitation and immunoblotting experiments show 
that transglutaminase cross-links phosphorylated tau in the hindbrain of P301L 
tau transgenic mice but not in mice overexpressing 4RWT tau and nontransgenic 
mice. Cross-linked, phosphorylated tau from P301L tau transgenic mice runs as 
high-molecular mass aggregates on Western blots, similar to cross-linked tau 
from paired helical filaments of Alzheimer's disease. We also used double-label 
immunofluorescence to demonstrate colocalization of PHF-1-immunoreactive tau and 
the transglutaminase-catalyzed cross-link in the hindbrain, spinal cord, and 
cortex of P301L tau transgenic mice. In the spinal cord, 87% of PHF-1-labeled 
cells colocalize with the transglutaminase-catalyzed cross-link. Additionally, 
transglutaminase enzymatic activity is significantly elevated in the spinal cord 
of P301L tau transgenic mice. These studies further implicate transglutaminase 
in the formation and/or stabilization of NFT and paired helical filaments and 
provide a model system to investigate the therapeutic potential of 
transglutaminase inhibitors in tauopathies."
15689560,10.1016/j.jbc.2024.107730,"(1)Department of Chemistry, Massachusetts Institute of Technology, Cambridge, 
Massachusetts, USA.
(2)Department of Pathology and Laboratory Medicine, Institute on Aging and 
Center for Neurodegenerative Disease Research, Perelman School of Medicine at 
the University of Pennsylvania, Philadelphia, Pennsylvania, USA.
(3)Translational Neuropathology Research Laboratory, Department of Pathology and 
Laboratory Medicine, Perelman School of Medicine at the University of 
Pennsylvania, Pennsylvania, USA.
(4)Department of Chemistry, Massachusetts Institute of Technology, Cambridge, 
Massachusetts, USA. Electronic address: meihong@mit.edu.

","
Alzheimer's disease (AD) and many other neurodegenerative diseases are 
characterized by pathological aggregation of the protein tau. These tau 
aggregates spread in a stereotypical spatiotemporal pattern in the brain of each 
disease, suggesting that the misfolded tau can recruit soluble monomers to adopt 
the same pathological structure. To investigate whether recruited tau indeed 
adopts the same structure and properties as the original seed, here we template 
recombinant full-length 0N3R tau, 0N4R tau, and an equimolar mixture of the two 
using sarkosyl-insoluble tau extracted from AD brain and determine the 
structures of the resulting fibrils using cryoelectron microscopy. We show that 
these cell-free amplified tau fibrils adopt the same molecular structure as the 
AD paired-helical filament (PHF) tau but are unable to template additional 
monomers. Therefore, the PHF structure alone is insufficient for defining the 
pathological properties of AD tau, and other biochemical components such as tau 
posttranslational modifications, other proteins, polyanionic cofactors, and salt 
are required for the prion-like serial propagation of tauopathies.

Copyright © 2024 The Authors. Published by Elsevier Inc. All rights reserved."
39214304,10.1115/1.4046330,"(1)School of Medicine, Tehran University of Medical Sciences, Tehran 1416753955, 
Iran.
(2)Mechanical and Aerospace Engineering and Bioengineering, University of 
California at Los Angeles, Los Angeles, CA 90095.
(3)Departments of Pediatrics, Neurosurgery and Bioengineering, Brain Injury 
Research Center, University of California at Los Angeles, Los Angeles, CA 90095.
(4)Department of Bioengineering, Northeastern University, Boston, MA 02115.

","
Biomolecules in solutions subjected to extensional strain can form aggregates, 
which may be important for our understanding of pathologies involving insoluble 
protein structures where mechanical forces are thought to be causative (e.g., 
tau fibers in chronic traumatic encephalopathy (CTE)). To examine the behavior 
of biomolecules in solution under mechanical strains requires applying 
rheological methods, often to very small sample volumes. There were two primary 
objectives in this investigation: (1) To probe flow-induced aggregation of 
proteins in microliter-sized samples and (2) To test the hypothesis that tau 
protein aggregates under extensional flow. Tau protein (isoform:3R 0 N; 
36.7 kDa) was divided into 10 μl droplets and subjected to extensional strain in 
a modified tensiometer. Sixteen independent tests were performed where one test 
on a single droplet comprised three extensional events. To assess the 
rheological performance of the fluid/tau mixture, the diameter of the filament 
that formed during extension was tracked as function of time and analyzed for 
signs of aggregation (i.e., increased relaxation time). The results were 
compared to two molecules of similar and greater size (Polyethylene Oxide: 
PEO35, 35 kDa and PEO100, 100 kDa). Analysis showed that the tau protein 
solution and PEO35 are likely to have formed aggregates, albeit at relatively 
high extensional strain rates (∼10 kHz). The investigation demonstrates an 
extensional rheological method capable of determining the properties of protein 
solutions in μl volumes and that tau protein can aggregate when exposed to a 
single extensional strain with potentially significant biological implications.

Copyright © 2020 by ASME."
34043752,10.1093/gerona/57.1.m64,"(1)Department of Geriatric Medicine, Kanazawa Medical University, Ishikawa, 
Japan. hideyuki@kanazawa-med.ac.jp

","
BACKGROUND: Alzheimer's disease (AD) is an important problem that should be 
solved in the 21st century. Prior to treatment, a simple and easy diagnostic 
method using biological markers should be available. As a method to attain this 
goal, we detected and determined tau protein in oral mucosal epithelium.
METHODS: Oral epithelium was exfoliated from 34 patients with AD or 29 patients 
with vascular dementia, and 33 young and 34 age-matched controls. Western blot 
was performed for determining the molecular weight of oral tau protein. The tau 
protein level was determined with an enzyme-linked immunosorbent assay (ELISA) 
kit for cerebrospinal fluid (CSF). CSF tau was also measured and compared with 
oral tau.
RESULTS: Western blot analysis using an anti-non-phosphorylated tau-protein 
antibody showed two bands, one at 65 Kd and the other at 110 Kd. The tau-protein 
level in oral epithelia showed a significant positive correlation with those in 
the CSF (p <.05). The patients with AD had significantly higher levels of tau 
protein than the patients with vascular dementia and the controls (p <.01). AD 
patients with a younger age at onset of the study showed a higher level of the 
tau protein than the patients with later age at onset (p <.05).
CONCLUSIONS: Like other nonneural tissues, oral epithelium contains small tau 
and big tau. The tau protein in oral epithelium reflects the pathological 
changes, as does the CSF tau. Individuals who develop AD may have had high 
levels of the tau protein in oral mucosal epithelium since early childhood. The 
tau-protein level in oral epithelia could be helpful in diagnosing AD."
11773216,10.1021/acsami.1c00257,"(1)State Key Laboratory of Medicinal Chemical Biology, Key Laboratory of 
Functional Polymer Materials of Ministry of Education, College of Chemistry, 
Nankai University, Tianjin 300071, P. R. China.
(2)Key Laboratory of Radiopharmacokinetics for Innovative Drugs, Chinese Academy 
of Medical Sciences, and Institute of Radiation Medicine, Chinese Academy of 
Medical Sciences & Peking Union Medical College, Tianjin 300192, P. R. China.
","
With the failure of various amyloid-β-targeted drugs for Alzheimer's disease 
(AD) in clinical trials, tau protein has gained growing attention as an 
alternative therapeutic target in recent years. The aggregation of tau exerts 
neurotoxicity, and its spreading in the brain is associated with increasing 
severity of clinical symptoms for AD patients; thus tau-targeting therapies hold 
great potential against AD. Here, a tau-targeted multifunctional nanoinhibitor 
based on self-assembled polymeric micelles decorated with tau-binding peptide is 
devised for AD treatment. Through the multivalent binding effect with the 
aggregating protein, this nanoinhibitor is capable of efficiently inhibiting tau 
protein aggregation, recognizing tau aggregates, and blocking their seeding in 
neural cells, thus remarkably mitigating tau-mediated cytotoxicity. Moreover, 
the formed nanoinhibitor-tau complex after binding is more easily degraded than 
mature tau aggregates, which will be conducive to enhance the therapeutic 
effect. We believe that this multifunctional nanoinhibitor will promote the 
development of new antitau strategies for AD treatment."
33999598,10.1016/j.bbamcr.2022.119275,"(1)Neurobiology Group, Division of Biochemical Sciences, CSIR-National Chemical 
Laboratory, Dr. Homi Bhabha Road, 411008 Pune, India; Academy of Scientific and 
Innovative Research (AcSIR), Ghaziabad 201002, India.
(2)Neurobiology Group, Division of Biochemical Sciences, CSIR-National Chemical 
Laboratory, Dr. Homi Bhabha Road, 411008 Pune, India; Academy of Scientific and 
Innovative Research (AcSIR), Ghaziabad 201002, India. Electronic address: 
s.chinnathambi@ncl.res.in.


","

Alzheimer's disease (AD), one of the major tauopathies, is multifactorial with a 
massive demand for disease-modifying treatments rather than symptom management. 
An AD-affected neuron shows Tau depositions generated due to overload on the 
proteostasis machinery of the cell and/or abnormal post-translational 
modifications on Tau protein. Loss of memory or dementia is the most significant 
concern in AD, occurring due to the loss of neurons and the connections between 
them. In a healthy brain, neurons interact with the environment and each other 
through extensions and migratory structures. It can thus be safe to assume that 
Tau depositions affect these growth structures in neurons. A Histone 
Deacetylase, HDAC6, has shown elevated levels in AD while also demonstrating 
direct interaction with the Tau protein. HDAC6 interacts with multiple proteins 
in the cell and is possibly involved in various signalling pathways. Its 
deacetylase activity has been a point of controversy in AD; however other 
functional domains remain unexplored. This review highlights the beneficial 
potential of HDAC6 in AD in mediating both Tau proteostasis and cytoskeletal 
rewiring for the neuritic extensions through its Ubiquitin Binding domain (HDAC6 
ZnF UBP).

Copyright © 2022 Elsevier B.V. All rights reserved."
35452751,10.5483/bmbrep.2016.49.8.084,"(1)Department of Neurology, Soonchunhyang University Bucheon Hospital, Bucheon 
14584, Korea.
(2)Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical 
Neuroscience Institute, Institute of Psychiatry, Psychology and Neuroscience, 
King's College London, London SE5 9NU, UK.

","

Tau proteins, which stabilize the structure and regulate the dynamics of 
microtubules, also play important roles in axonal transport and signal 
transduction. Tau proteins are missorted, aggregated, and found as tau 
inclusions under many pathological conditions associated with neurodegenerative 
disorders, which are collectively known as tauopathies. In the adult human 
brain, tau protein can be expressed in six isoforms due to alternative splicing. 
The aberrant splicing of tau pre-mRNA has been consistently identified in a 
variety of tauopathies but is not restricted to these types of disorders as it 
is also present in patients with non-tau proteinopathies and RNAopathies. Tau 
mis-splicing results in isoform-specific impairments in normal physiological 
function and enhanced recruitment of excessive tau isoforms into the 
pathological process. A variety of factors are involved in the complex set of 
mechanisms underlying tau mis-splicing, but variation in the cis-element, 
methylation of the MAPT gene, genetic polymorphisms, the quantity and activity 
of spliceosomal proteins, and the patency of other RNA-binding proteins, are 
related to aberrant splicing. Currently, there is a lack of appropriate 
therapeutic strategies aimed at correcting the tau mis-splicing process in 
patients with neurodegenerative disorders. Thus, a more comprehensive 
understanding of the relationship between tau mis-splicing and neurodegenerative 
disorders will aid in the development of efficient therapeutic strategies for 
patients with a tauopathy or other, related neurodegenerative disorders. [BMB 
Reports 2016; 49(8): 405-413]."
27222125,10.1074/jbc.M117.815357,"(1)From the Department of Neuroscience.
(2)the Center for Translational Research in Neurodegenerative Disease, and.
(3)the McKnight Brain Institute, College of Medicine University of Florida, 
Gainesville, Florida 32610.
(4)From the Department of Neuroscience, bgiasson@ufl.edu.

","
The accumulation of aberrantly aggregated MAPT (microtubule-associated protein 
Tau) defines a spectrum of tauopathies, including Alzheimer's disease. Mutations 
in the MAPT gene cause frontotemporal dementia with Parkinsonism linked to 
chromosome 17 (FTDP-17), characterized by neuronal pathological Tau inclusions 
in the form of neurofibrillary tangles and Pick bodies and in some cases glial 
Tau pathology. Increasing evidence points to the importance of prion-like 
seeding as a mechanism for the pathological spread in tauopathy and other 
neurodegenerative diseases. Herein, using a cell culture model, we examined a 
multitude of genetic FTDP-17 Tau variants for their ability to be seeded by 
exogenous Tau fibrils. Our findings revealed stark differences between FTDP-17 
Tau variants in their ability to be seeded, with variants at Pro301 and Ser320 
showing robust aggregation with seeding. Similarly, we elucidated the importance 
of certain Tau protein regions and unique residues, including the role of Pro301 
in inhibiting Tau aggregation. We also revealed potential barriers in 
cross-seeding between three-repeat and four-repeat Tau isoforms. Overall, these 
differences alluded to potential mechanistic differences between wildtype and 
FTDP-17 Tau variants, as well as different Tau isoforms, in influencing Tau 
aggregation. Furthermore, by combining two FTDP-17 Tau variants (either P301L or 
P301S with S320F), we generated aggressive models of tauopathy that do not 
require exogenous seeding. These models will allow for rapid screening of 
potential therapeutics to alleviate Tau aggregation without the need for 
exogenous Tau fibrils. Together, these studies provide novel insights in the 
molecular determinants that modulate Tau aggregation.

© 2018 by The American Society for Biochemistry and Molecular Biology, Inc."
29259137,10.3390/ijms221810145,"(1)Laboratory of Biology, BIO@SNS, Scuola Normale Superiore, Piazza dei 
Cavalieri 7, 56126 Pisa, Italy.
(2)Institute of Neuroscience, Italian National Research Council, Via Moruzzi 1, 
56124 Pisa, Italy.
(3)European Brain Research Institute (EBRI), Fondazione Rita Levi-Montalcini, 
Viale Regina Elena 295, 00161 Roma, Italy.

","

Tau plays a central role in a group of neurodegenerative disorders collectively 
named tauopathies. Despite the wide range of diverse symptoms at the onset and 
during the progression of the pathology, all tauopathies share two common 
hallmarks, namely the misfolding and aggregation of Tau protein and progressive 
synaptic dysfunctions. Tau aggregation correlates with cognitive decline and 
behavioural impairment. The mechanistic link between Tau misfolding and the 
synaptic dysfunction is still unknown, but this correlation is well established 
in the human brain and also in tauopathy mouse models. At the onset of the 
pathology, Tau undergoes post-translational modifications (PTMs) inducing the 
detachment from the cytoskeleton and its release in the cytoplasm as a soluble 
monomer. In this condition, the physiological enrichment in the axon is 
definitely disrupted, resulting in Tau relocalization in the cell soma and in 
dendrites. Subsequently, Tau aggregates into toxic oligomers and amyloidogenic 
forms that disrupt synaptic homeostasis and function, resulting in neuronal 
degeneration. The involvement of Tau in synaptic transmission alteration in 
tauopathies has been extensively reviewed. Here, we will focus on non-canonical 
Tau functions mediating synapse dysfunction."
34576308,10.1083/jcb.115.3.717,"(1)Department of Biochemistry, University of California, San Francisco 
94143-0448.

","
Tau protein plays a role in the extension and maintenance of neuronal processes 
through a direct association with microtubules. To characterize the nature of 
this association, we have synthesized a collection of tau protein fragments and 
studied their binding properties. The relatively weak affinity of tau protein 
for microtubules (approximately 10(-7) M) is concentrated in a large region 
containing three or four 18 amino acid repeated binding elements. These are 
separated by apparently flexible but less conserved linker sequences of 13-14 
amino acids that do not bind. Within the repeats, the binding energy for 
microtubules is delocalized and derives from a series of weak interactions 
contributed by small groups of amino acids. These unusual characteristics 
suggest tau protein can assume multiple conformations and can pivot and perhaps 
migrate on the surface of the microtubule. The flexible structure of the tau 
protein binding interaction may allow it to be easily displaced from the 
microtubule lattice and may have important consequences for its function."
1918161,10.1371/journal.pone.0201182,"(1)College of Inter-Faculty Individual Studies in Mathematics and Natural 
Sciences, University of Warsaw, Banacha 2C, Warsaw, Poland.
(2)Faculty of Chemistry, Biological and Chemical Research Centre, University of 
Warsaw, Warsaw, Poland.
(3)Department of Biochemistry, Nencki Institute of Experimental Biology of 
Polish Academy of Sciences, Warsaw, Poland.

","
Amyloid aggregates of Tau protein have been implicated in etiology of many 
neurodegenerative disorders including Alzheimer's disease (AD). When amyloid 
growth is induced by seeding with preformed fibrils assembled from the same 
protein, structural characteristics of the seed are usually imprinted in 
daughter generations of fibrils. This so-called conformational memory effect may 
be compromised when the seeding involves proteins with non-identical sequences 
leading to the emergence of distinct structural variants of fibrils (amyloid 
'strains'). Here, we investigate cross-seeding of full-length human Tau (FL Tau) 
with fibrils assembled from K18 and K18ΔK280 fragments of Tau in the presence of 
poly-L-glutamate (poly-Glu) as an enhancer of Tau aggregation. To study 
cross-seeding between Tau polypeptides and the role of the conformational memory 
effect in induction of Tau amyloid polymorphism, kinetic assays, transmission 
electron microscopy, infrared spectroscopy and limited proteolysis have been 
employed. The fastest fibrillization was observed for FL Tau monomers seeded 
with preformed K18 amyloid yielding daughter fibrils with unique trypsin 
digestion patterns. Morphological features of daughter FL Tau fibrils induced by 
K18 and K18ΔK280 seeds were reminiscent of the mother fibrils (i.e. straight 
paired fibrils and paired helical filaments (PHFs), respectively) but 
disappeared in the following generations which became similar to unpaired FL Tau 
amyloid fibrils formed de novo. The structural evolution observed in our study 
was accompanied by disappearance of the unique proteolysis profile originated 
from K18. Our findings may have implications for understanding molecular 
mechanisms of the emergence and stability of Tau amyloid strains."
30024984,10.1002/anie.202112374,"(1)Department of Biotechnology, University of Verona, Strada Le Grazie 15, 
37134, Verona, Italy.
(2)Department of Medical Biotechnology and Translational Medicine, University of 
Milan, Milan, Italy.
(3)Department of Biomedical Sciences, University of Padova, Padova, Italy.
(4)Proteomics Center, University of Padova and Azienda Ospedaliera di Padova, 
Padova, Italy.

","

The multi-site ubiquitination of Tau protein found in Alzheimer's disease 
filaments hints at the failed attempt of neurons to remove early toxic species. 
The ubiquitin-dependent degradation of Tau is regulated in vivo by the E3 ligase 
CHIP, a quality controller of the cell proteome dedicated to target misfolded 
proteins for degradation. In our study, by using site-resolved NMR, biochemical 
and computational methods, we elucidate the structural determinants underlying 
the molecular recognition between the ligase and its intrinsically disordered 
substrate. We reveal a multi-domain dynamic interaction that explains how CHIP 
can direct ubiquitination of Tau at multiple sites even in the absence of 
chaperones, including its typical partner Hsp70/Hsc70. Our findings thus provide 
mechanistic insight into the chaperone-independent engagement of a disordered 
protein by its E3 ligase.

© 2022 The Authors. Angewandte Chemie International Edition published by 
Wiley-VCH GmbH."
35107860,10.1016/j.jprot.2022.104591,"(1)Laboratory of Molecular Neuroscience, Department of Biological Sciences, 
Tokyo Metropolitan University, Minami-osawa, Hachioji, Tokyo 192-0397, Japan; 
Dementia Research Project, Tokyo Metropolitan Institute of Medical Science, 
Setagaya, Tokyo 156-8506, Japan. Electronic address: 
hisanaga-shinichi@tmu.ac.jp.
(2)Laboratory of Molecular Neuroscience, Department of Biological Sciences, 
Tokyo Metropolitan University, Minami-osawa, Hachioji, Tokyo 192-0397, Japan.
(3)Dementia Research Project, Tokyo Metropolitan Institute of Medical Science, 
Setagaya, Tokyo 156-8506, Japan.

","

Phosphorylation is a posttranslational modification of proteins that regulates 
many cellular processes, such as communication between cells, cell 
proliferation, cell movements, and gene expression. Therefore, many studies have 
been conducted to determine the significance and function of phosphorylation. 
These studies involve the identification of phosphorylation site(s), kinases and 
phosphatases, and regulatory mechanisms. Recently, phosphorylation sites were 
identified using mass spectrometry and detected by immunoblotting with 
phosphorylation site-specific antibodies. However, the in vivo phosphorylation 
profile of the target protein is not easy to grasp, and the quantification of 
site-specific phosphorylation is challenging if the protein is phosphorylated at 
multiple sites. Phos-tag is a phospho-affinity SDS-PAGE approach in which 
phosphorylated proteins are separated depending on the number and sites of 
phosphorylation during electrophoresis, which overcomes the aforementioned 
problems. We applied this technique to perform an in vivo analysis of the 
phosphorylation of many proteins. In this article, we show our results for the 
phosphorylation of tau protein, p35 Cdk5 activator and GSK3β to reveal the 
utility and power of this technique in protein phosphorylation analyses in vivo. 
SIGNIFICANT: We show the in vivo phosphorylation of tau and two tau kinases 
analysed by using Phos-tag SDS-PAGE. Tau represents about 12 different 
phosphoisotypes when expressed in cultured cells. Tau is differently 
phosphorylated in patients with different tauopathy. Phosphorylation of p35 Cdk5 
activator, which suppress the abnormal activation of Cdk5 by cleavage with 
calpain, is regulated developmentally. The Ser9 phosphorylation is not a proper 
marker of the GSK3β activity in vivo.

Copyright © 2022 Elsevier B.V. All rights reserved."
35430389,10.1016/j.semcdb.2021.12.002,"(1)Department of Neuroscience and Physiology, Neuroscience Institute, New York 
University Grossman School of Medicine, New York, NY 10016, United States. 
Electronic address: erin.congdon@nyulangone.org.
(2)Department of Neuroscience and Physiology, Neuroscience Institute, New York 
University Grossman School of Medicine, New York, NY 10016, United States.
(3)Department of Neuroscience and Physiology, Neuroscience Institute, New York 
University Grossman School of Medicine, New York, NY 10016, United States; 
Department of Psychiatry, New York University Grossman School of Medicine, New 
York, NY 10016, United States. Electronic address: 
einar.sigurdsson@nyulangone.org.

","
Aggregation of the tau protein is thought to be responsible for the 
neurodegeneration and subsequent functional impairments in diseases that are 
collectively named tauopathies. Alzheimer's disease is the most common 
tauopathy, but the group consists of over 20 different diseases, many of which 
have tau pathology as their primary feature. The development of tau therapies 
has mainly focused on preventing the formation of and/or clearing these 
aggregates. Of these, immunotherapies that aim to either elicit endogenous tau 
antibodies or deliver exogenous ones are the most common approach in clinical 
trials. While their mechanism of action can involve several pathways, both 
extra- and intracellular, pharmaceutical companies have primarily focused on 
antibody-mediated clearance of extracellular tau. As we have pointed out over 
the years, this is rather surprising because it is well known that most of 
pathological tau protein is found intracellularly. It has been repeatedly shown 
by several groups over the past decades that antibodies can enter neurons and 
that their cellular uptake can be enhanced by various means, particularly by 
altering their charge. Here, we will briefly describe the potential extra- and 
intracellular mechanisms involved in antibody-mediated clearance of tau 
pathology, discuss these in the context of recent failures of some of the tau 
antibody trials, and finally provide a brief overview of how the intracellular 
efficacy of tau antibodies can potentially be further improved by certain 
modifications that aim to enhance tau clearance via specific intracellular 
degradation pathways.

Copyright © 2021 Elsevier Ltd. All rights reserved."
34896021,10.1002/hipo.20798,"(1)Laboratory of Functional Neuroscience, Spanish Network of Excellence for 
Research on Neurodegenerative Diseases, University Pablo de Olavide, Seville, 
Spain. jlcanlor@upo.es

","
Tau is a neuronal microtubule-associated protein implicated in microtubules 
stabilization, axonal establishment and elongation during neuronal 
morphogenesis. Because of its elevated expression in neocortical regions and 
hippocampus, tau might play a role in sculpting collective neural responses 
underlying slow and fast brain oscillations and/or long-range synchronization 
patterns between hippocampus and neocortex. To test this hypothesis, local field 
potentials were recorded in tau-deficient (tau(-/-) ) and wild-type mice from 
different neocortical regions and from the hippocampus during spontaneous motor 
exploratory behavior. We found that tau(-/-) mice showed hippocampal theta 
slowing and reduced levels of gamma long-range synchronization involving the 
frontal cortex. We hypothesize that the lack of normal phosphorylated tau during 
early stages of development might influence the maturation of parvalbumin 
interneurons affecting the spatiotemporal structure of long-range gamma 
synchronization. Also, the proper functioning of gap-junction channels might be 
compromised by the absence of tau in hippocampal networks. Altogether, these 
results provide novel insights into the functional role of tau protein in the 
formation of collective neural responses and emergence of 
neocortical-hippocampal interactions in the mammalian brain.

Copyright © 2010 Wiley-Liss, Inc."
